id,class,literaryGenre,genre,label,subject,author,publisher
327,13cafa93-3400-4bd4-ad4c-ce308a29c574,Fantasy literature,Fantasy  Compilation,Poems and Stories (by JRR Tolkien),1980 short story collections 1994 short story collections Fantasy anthologies HarperCollins books,John Ronald Reuel Tolkien,
328,dc139544-6c75-4ad8-a761-4190a076a093,Fantascienza,Fantascienza,In senso inverso,1960s science fiction novels 1967 novels,Philip K. Dick,Berkley Books
329,701c9859-fc82-44cf-888a-c57129733191,Fantascienza,Fantascienza,La guerra nell'aria,Aviation magazines Aviation novels British science fiction novels Novels by H. G. Wells,H. G. Wells,
330,d5fcf766-a917-430f-9722-26d98efb0961,Letteratura gialla,Letteratura gialla,Il ritratto di Elsa Greer,Hercule Poirot novels Novels first published in serial form Works originally published in Collier's Weekly,,Dodd  Mead and Company
331,e2215dfd-1c8b-4cd8-b1c3-016a9fb1a599,Christian literature Letteratura per ragazzi,,Il leone  la strega e l'armadio,1950 novels 1950s fantasy novels Christian fiction and allegory Novels adapted into films The Chronicles of Narnia books,,
332,fa357a80-bfbe-4b88-a72c-4ca7c2dd401d,Fantascienza Fantascienza apocalittica e post apocalittica,Fantapolitica Fantascienza apocalittica e post apocalittica Utopian and dystopian fiction,The Dome,2009 novels 21st-century American novels American political novels Novels set in Maine,,Charles Scribner's Sons
333,28efe4fd-5595-4a5a-950a-d72c04acbac7,,,A Hole in Space,Short story collections by Larry Niven,,Ballantine Books
334,0d4f70b2-01b3-4853-92ce-68304ee31ce2,Racconto Romanzo poliziesco,Romanzo poliziesco,Il mondo di Hercule Poirot,1951 short story collections,Agatha Christie,
335,f6b09be8-0434-4b1f-b6bd-c46adfcd53c8,Cyberpunk,,Neuromante,1984 novels American science fiction novels Cyberpunk novels Fictional artificial intelligences Hugo Award for Best Novel winning works Nebula Award for Best Novel winning works Novels by William Gibson Sprawl trilogy,William Gibson,Ace Books
336,e315283a-b015-4eeb-a55e-5073652f0c02,Fantascienza,Fantascienza,Ombre sulla Luna,1955 novels British science fiction novels Moon in fiction,Arthur C. Clarke,
337,80ce32b2-2d8c-4a8c-97bd-628c8c8ffa5d,,Letteratura gialla,Nella mia fine ÍÎ il mio principio,1967 novels British novels adapted into films Collins Crime Club books Fiction with unreliable narrators Novels by Agatha Christie,,
338,4c688fd2-55f1-43f6-b2f2-850e496739c0,,Romanzo Thriller (genere),I denti della tigre,2003 novels 21st-century American novels Novels by Tom Clancy,Tom Clancy,
339,61de75c5-4639-4a60-8a88-bf8e0325c7e8,Letteratura dell'orrore,,La metÍ_ oscura,1989 novels American horror novels American novels adapted into films Novels about writers Novels by Stephen King Novels set in Maine Viking Press books,Stephen King,
340,e37a8bf3-3a9b-4c1c-95af-c77d975d8c9a,,Scienza,The Relativity of Wrong,Philosophy of science literature Works originally published in The Magazine of Fantasy & Science Fiction,Isaac Asimov,Doubleday
341,55efee97-9263-4954-932b-46a0f582b345,Romanzo di avventura,Fantascienza Romanzo di avventura,Le avventure di Ettore Servadac,1870s science fiction novels Impact event novels Novels by Jules Verne,,Pierre-Jules Hetzel
342,f9282bb2-9de9-43fd-9636-ce9b541d8f0b,Fantascienza Romanzo psicologico,,Un oscuro scrutare,1970s science fiction novels 1994 in fiction Existentialist novels Novels by Philip K. Dick Roman Í_ clef novels,Philip K. Dick,Doubleday
343,e4345eed-f558-4b65-9dbc-a9d912282438,Letteratura gialla,,Il mistero del treno azzurro,Collins books Novels first published in serial form Novels set on trains Works originally published in British newspapers,Agatha Christie,
344,3090a673-f611-4043-9d7b-a7ad8dc20f51,Fantascienza,,Buick 8,2002 novels 21st-century American novels,Stephen King,Charles Scribner's Sons
345,575059d7-7e40-414c-8958-f887def029de,,Mondo perduto (genere),The Land That Time Forgot (novel),1920s fantasy novels Caspak trilogy Novels about dinosaurs Novels first published in serial form Prehistoric fantasy novels,Edgar Rice Burroughs,A. C. McClurg
346,e30b5d87-be5e-4a33-9bbc-de2fc0fd35d6,Fantascienza,,The Star Beast,1950s science fiction novels American science fiction novels Children's science fiction novels Novels by Robert A. Heinlein Novels first published in serial form,Robert Anson Heinlein,
347,5227fea2-2040-45f6-8ba2-e73d5d04d476,Comic novel,Comic novel,Red Dwarf,1980s science fiction novels 1989 novels Comic science fiction novels Red Dwarf,Rob Grant,Penguin Books
348,cca6f23c-7090-4383-a631-f789534d3562,Fantascienza,Fantascienza,The Poison Belt,1913 novels British science fiction novels Novellas Professor Challenger novels,,Hodder & Stoughton
349,a6aeae63-5804-4f62-bfa6-b2670d441921,Letteratura gialla,Letteratura gialla,Il mondo ÍÎ in pericolo,1951 novels Novels by Agatha Christie Novels first published in serial form Works originally published in John Bull (magazine),,Collins Crime Club
350,aef27db3-a3d0-49b0-9359-4d32b216950d,,,I ragazzi venuti dal Brasile (romanzo),1976 novels Adolf Hitler in fiction Cloning in fiction Novels about Nazi Germany Random House books Thriller novels,Ira Levin,Random House
351,8b3fc264-be61-458f-8ffd-6f21c705cf39,Romanzo,Romanzo,Lamento di Portnoy,20th-century American novels Jewish comedy and humor Literature related to the Sexual revolution Masturbation Novels by Philip Roth Novels set in New Jersey,Philip Roth,
352,932bb549-ea71-4906-8e18-336cd2d810c7,Fantasy,Fantasy Mitopoiesi,Il Silmarillion,Books published posthumously Middle-earth books The Silmarillion,,Allen & Unwin
353,e54fccf0-c188-4b7d-8360-c3946c68ea9e,,Memorie (genere letterario) Non-fiction,Senza un soldo a Parigi e Londra,1933 books Books about London Books about Paris Books about poverty,,Victor Gollancz Ltd
354,a9db882c-f2a7-40bb-959e-9e015ac8e3cc,Letteratura gialla,,Alla deriva (romanzo),20th-century American novels Hercule Poirot novels,Agatha Christie,Dodd  Mead and Company
355,e5948aa2-7bb6-49a2-9012-3aea89cb6b17,Fantascienza,Fantascienza,Footfall,1985 novels Alien invasions in novels Impact event novels Literary collaborations Novels by Jerry Pournelle Novels by Larry Niven,Jerry Pournelle Larry Niven,
356,4e7ba59e-f679-4f7f-be5b-dace771ac01e,,Novel,Le bostoniane,American novels adapted into films Boston  Massachusetts in fiction Novels by Henry James Novels set in Boston  Massachusetts Works originally published in The Century Magazine,Henry James,Macmillan Publishers
357,4791e72b-6025-449c-8bb9-0038d54586fb,Fantascienza,Fantascienza,Man of Two Worlds,1986 novels American science fiction novels,Frank Herbert,
358,9094f4e5-7950-41c9-98a2-dd0dcc6e16da,,Romanzo,The Ivory Tower,1917 novels Novels by Henry James Unfinished novels,,Charles Scribner's Sons
359,e7c4afa1-2381-4c18-a7d9-c8e1cb5e4769,Fantascienza,Fantascienza,Before the Golden Age,1974 books Books by Isaac Asimov Science fiction anthologies,,Doubleday
360,43fd5b30-c54a-4855-ac30-af70d08c6985,,Romanzo,The Efficiency Expert (novel),1921 in fiction 1921 novels Novels by Edgar Rice Burroughs,Edgar Rice Burroughs,
361,4f483672-f242-4da1-8f20-13993d841174,Fantascienza Romanzo gotico,Fantascienza Letteratura dell'orrore,L'ora delle streghe,1990 novels Alfred A. Knopf books Novels by Anne Rice,,Alfred A. Knopf
362,41e8b7c5-66f6-4a85-9631-e1de04f55d62,Fantascienza,,Second Variety (1991 collection),1991 short story collections Short story collections by Philip K. Dick,Philip K. Dick,
363,f43db6c0-b956-4e8d-b021-c9f6b2667578,Racconto Romanzo poliziesco,,The Witness for the Prosecution and Other Stories,1948 short story collections Hercule Poirot short story collections,,Dodd  Mead and Company
364,36c6a9b6-1e1e-4ce1-a556-b7b078534de3,Romanzo,Romanzo,What Maisie Knew,British bildungsromans Novels by Henry James Novels first published in serial form,Henry James,Heinemann (publisher)
365,b2063bd9-60e9-471b-a823-200f2dbe8684,Fantascienza,Fantascienza,Richter 10,British novels Novels about orphans Novels by Arthur C. Clarke,Arthur C. Clarke,Victor Gollancz Ltd
366,7eed3048-539b-43fc-b0d1-59242ae7ac2a,Fantascienza,Fantasy literature,The Legacy of Heorot,1980s science fiction novels 1987 novels Literary collaborations,Larry Niven,Simon & Schuster
367,fa711320-0b4b-4160-8994-1c4e85db5aee,Fantascienza Utopian and dystopian fiction,Utopian and dystopian fiction,Luce virtuale,American science fiction novels Cyberpunk novels Novels by William Gibson Novels set in California,William Gibson,Bantam Spectra Random House of Canada Viking Press
368,bc539ad2-4b81-4183-aac7-4530d6c5f4d9,Novella,,In the Cage,1898 short stories Gerald Duckworth books Short stories by Henry James,Henry James,
369,f82583e8-921d-4294-98d5-5a243b6c01cb,,,Sogni di robot,1986 short story collections American short story collections Foundation universe books Science fiction short story collections by Isaac Asimov,Isaac Asimov,
370,d866b011-7c86-47c7-a973-496ba237a556,Fantascienza,,The Monster Men,1920s science fiction novels 1929 novels American science fiction novels Novels by Edgar Rice Burroughs,Edgar Rice Burroughs,A. C. McClurg
371,e945af8c-70e5-4924-9f03-a1d9344b2ce5,Fantascienza,Fantascienza,Cocaine Nights,1996 novels,James Graham Ballard,
372,109dbc7b-5877-4a02-b9f0-5b0be2897d8b,,Racconto,The Book of Philip K. Dick,1973 short story collections Short story collections by Philip K. Dick,Philip K. Dick,DAW Books
373,e978bcc0-b685-4ace-a26f-e98b222db5b2,Narrativa di viaggio,,A Little Tour in France,1884 books Travel books,Henry James,
374,ab36e714-4111-4cb3-9cbe-60f9cd45979a,Romanzo di avventura,Romanzo di avventura,Tarzan the Invincible,1930s fantasy novels Tarzan novels by Edgar Rice Burroughs Works originally published in Blue Book (magazine),Edgar Rice Burroughs,
375,918b67f6-f89d-441f-9279-93e5d4651c3b,Romanzo storico,,The Outlaw of Torn,1927 novels American historical novels Novels by Edgar Rice Burroughs,Edgar Rice Burroughs,
376,c4a48939-5d7a-48f7-bd9a-27b17147df24,Fantascienza,,L'uomo invisibile,1897 novels British science fiction novels Invisibility in fiction Novels by H. G. Wells Novels first published in serial form Novels set in London,H. G. Wells,Sir Arthur Pearson  1st Baronet
377,32666147-1d19-452a-bb69-031003ccda80,,,Polaroids from the Dead,Short story collections by Douglas Coupland,Douglas Coupland,HarperCollins_Canada
378,dbf73309-4406-4be0-be22-fe54e2e4f6dd,Fantasy literature Western fiction,Fantasy literature,L'ultimo cavaliere (Stephen King),Novels by Stephen King The Dark Tower novels Works originally published in The Magazine of Fantasy & Science Fiction,Stephen King,Donald M. Grant  Publisher
379,4ab23186-86e8-492f-b2f7-5838463155ca,,,Un cavallo per la strega,Collins Crime Club books Novels first published in serial form Works originally published in British magazines Works originally published in women's magazines,Agatha Christie,Collins Crime Club
380,4c4e4e16-fbdd-4563-911b-30dd6db45da3,Letteratura dell'orrore,Letteratura dell'orrore,Pet Sematary (romanzo),1983 novels Novels by Stephen King Novels set in Chicago  Illinois Novels set in Maine,,Doubleday
381,0bcfab80-8221-4159-a864-eb3eb8ad1501,Social criticism,Romanzo Social criticism,Casa Desolata,English novels Novels by Charles Dickens Novels first published in serial form Victorian novels,,
382,13790714-8a91-49ed-81a1-bd5e3ffd0c4d,,Fantascienza,The Gripping Hand,1990s science fiction novels 20th-century American novels CoDominium series Literary collaborations Novels by Jerry Pournelle,Larry Niven,Pocket Books
383,ea96e1c7-b68b-43ac-91bc-ab6a557fdf12,Romanzo,Romanzo,Burning Bright,American novellas Viking Press books,John Steinbeck,Viking Press
384,5df618ee-71e3-4c7f-88c6-00314a82010b,,Romanzo di avventura,Tarzan and the Ant Men,1924 novels Tarzan novels by Edgar Rice Burroughs Works originally published in Argosy (magazine),Edgar Rice Burroughs,
385,0e7cdeaf-e515-430b-beac-83ba0ae2a3ac,,Racconto,Storie di Terra e Spazio,1962 short story collections Short story collections by Arthur C. Clarke,Arthur C. Clarke,
386,fa31ca83-0327-48bc-81f2-e47e59c46a2f,Fantascienza,Fantascienza,Cittadino della galassia,1950s science fiction novels 1957 novels American bildungsromans Novels by Robert A. Heinlein Novels first published in serial form Works originally published in Analog Science Fiction and Fact,Robert Anson Heinlein,
387,eb7ebb11-e3f3-48cb-bf76-911b9f2fdbdb,,Romanzo,Love and Mr Lewisham,1899 novels British novels Novels by H. G. Wells,H. G. Wells,
388,29631526-9b7b-4e78-8210-de652fe66669,Romanzo,,In questo piccolo mondo,1985 novels 20th-century American novels Novels by Philip K. Dick Novels set in Los Angeles  California,,Academy Chicago Publishers
389,d51263ee-194a-4015-a559-90ce9096e26c,Letteratura gialla Romanzo,Letteratura gialla,L.A. Confidential (romanzo),1950s in fiction 1990 novels Fictional portrayals of the Los Angeles Police Department Hollywood novels Novels by James Ellroy Novels set in the 1950s,,
390,174557a9-d472-434b-9526-9658b43fd44c,Regency era,,The Grand Sophy,1816 in fiction 1950 novels British historical novels Napoleonic War novels Novels by Georgette Heyer,Georgette Heyer,
391,2c873115-888b-4673-8e88-144b03c49f2f,Novella,,La bestia nella giungla,1903 short stories Short stories by Henry James,Henry James,Methuen Publishing
392,b7898199-ed13-40e0-a5a1-5f01c76775b5,,Saggio,Select Conversations with an Uncle,1895 short story collections Short story collections by H. G. Wells,,John Lane (publisher)
393,95e70efe-63f8-4df8-9fc4-40a7c9483d2d,Romanzo rosa,Regency era Romanzo rosa,Charity Girl,1970 novels Historical novels Novels by Georgette Heyer,Georgette Heyer,
394,ef451c46-6421-4996-8caf-f78a70aea07f,Fantasy literature Letteratura dell'orrore,Letteratura dell'orrore,Insomnia (romanzo),American horror novels Novels set in Maine,Stephen King,Viking Press
395,febd5042-27ad-453e-91b1-1692d9568b8e,Letteratura gialla,Letteratura gialla,Il segreto di Chimneys,1925 novels Novels by Agatha Christie,Agatha Christie,
396,0777f6a6-c807-452d-bd95-3cb1bfd52795,Letteratura dell'orrore,,Vittorio the Vampire,1999 novels Alfred A. Knopf books Characters in The Vampire Chronicles Novels by Anne Rice,Anne Rice,
397,87c4f427-a410-4a51-8c2e-17ce2d3d3532,,Fantascienza,Destiny's Road,1990s science fiction novels 1997 novels,Larry Niven,Tor_Science_Fiction
398,997a939d-52ff-4f7f-92e0-8ce01b8e0a6b,,Fantascienza,Robot NDR 113,20th-century American novels Science fiction novels by Isaac Asimov,Isaac Asimov Robert Silverberg,Doubleday Victor Gollancz Ltd
399,ed284e5a-ed7c-41f9-8d4e-9fce99c28987,Romanzo di avventura,Romanzo di avventura,Il paese delle pellicce,1872 novels Novels set in Canada Works originally published in French magazines,Jules Verne,Pierre-Jules Hetzel
400,ed3d791a-5e8c-466a-bbc2-fc8c12d6146c,,,Il gioco di Gerald,American thriller novels Novels by Stephen King Novels set in Maine Viking Press books,Stephen King,
401,36969748-bf23-46d2-b3e8-47fb0e1576b4,Letteratura gialla,Letteratura gialla,Polvere negli occhi,Miss Marple novels Novels first published in serial form,,Collins Crime Club
402,ee2bc8e9-b444-4654-87cb-f31dbaa6dc97,Letteratura gialla,Letteratura gialla,Dopo le esequie,1953 novels Hercule Poirot novels Novels first published in serial form,Agatha Christie,Dodd  Mead and Company
403,f5cf9553-5302-46c5-9bf1-385c442e4e39,Romanzo di avventura,Romanzo di avventura,La Jangada. Ottocento leghe sul Rio delle Amazzoni,1881 novels BelÍ©m Brazil in fiction,Jules Verne,
404,24967368-32ed-44b6-ba8f-743a2919e7c2,,Non-fiction,Danse macabre (King),Books about writing Books by Stephen King Hugo Award for Best Non-Fiction Book winning works,Stephen King,
405,f1e4d8aa-eb75-4a94-b530-cb1be81d8a23,,,Christ the Lord,American horror novels Novels by Anne Rice,Anne Rice,Random House
406,7fd4136f-b322-4815-8fd3-437c8490138b,Fantasy,Fantasy,Racconti incompiuti,Books published posthumously Collections of works by J. R. R. Tolkien Fantasy short story collections Unfinished books,John Ronald Reuel Tolkien,Allen & Unwin
407,0ab972db-d6df-499c-8e13-4dda9f78c5f2,Fantasy literature,,The World's Desire,1890 novels Ancient Greece in fiction British fantasy novels Mythopoeia Novels by H. Rider Haggard Novels set in Ancient Egypt,Henry Rider Haggard,
408,de217ee6-2f4d-4082-9104-af5dea0f765c,Mystery fiction,Mystery fiction Romanzo epistolare,The Documents in the Case,Epistolary novels Novels set in Devon Novels set in London,Robert Eustace,Victor Gollancz
409,7e5518c1-9ac1-49ab-aa5f-b76ba1e06d2e,,Romanzo,The Golden Bowl,1904 novels 20th-century American novels Masterpiece Theatre,Henry James,Charles Scribner's Sons Methuen Publishing
410,d7a739ac-ad4d-4be1-ac16-938ec0ea4e29,Beat Generation,Beat Generation Short story collection,Atop an Underwood,1991 short story collections American short story collections Viking Press books,Jack Kerouac,
411,3f9715a6-de32-4dc6-9d25-aaeb168f9012,Fantasy literature,Fantasy literature Letteratura per ragazzi,Doctor Dolittle's Return,1930s fantasy novels British children's novels Doctor Dolittle books,,Frederick A. Stokes
412,2a5a1701-a346-4197-a961-ea2d44ece765,Satira,Racconto,Gil Braltar,1887 short stories Short stories by Jules Verne,Jules Verne,
413,f090bd27-1098-4f18-9410-09f8867bb646,Fantascienza,Fantascienza Racconto,The Disaster Area,,James Graham Ballard,Jonathan Cape
414,f0957a92-ad81-486e-b860-395a409f18cf,Storia,Storia,Nada the Lily,1890s fantasy novels 1892 novels Novels by H. Rider Haggard,,Longman
415,c6aa1892-f9f1-4da3-846a-cc34dc54ce2f,,Romanzo di avventura,Tarzan and the Golden Lion,1920s fantasy novels 1923 novels Tarzan novels by Edgar Rice Burroughs s_adventure_novels,,A. C. McClurg
416,8a47f8b0-f508-4bb9-98d9-4c848825ceec,,,Llana of Gathol,1948 short story collections Fantasy short story collections Martian novels by Edgar Rice Burroughs Science fiction short story collections Short story collections by Edgar Rice Burroughs Works originally published in Amazing Stories,Edgar Rice Burroughs,Edgar Rice Burroughs  Inc.
417,c77d9d72-3190-4499-b65f-42c4b9b9f5b8,Letteratura gialla Romanzo,Letteratura gialla Romanzo,Because the Night (novel),1984 novels,James Ellroy,
418,fa36528f-ce70-4a34-a825-14981beb234e,Fantasy,Fantasy,Ayesha (novel),1905 novels British novels Fictional immortals Lost world novels Novels by H. Rider Haggard Novels first published in serial form Novels set in Tibet Works originally published in Windsor Magazine,,Ward Lock & Co
419,f1285041-bd81-4412-ba3a-e9eb97f4714e,Romanzo,Romanzo,L'inverno del nostro scontento,20th-century American novels Long Island in fiction Novels by John Steinbeck,,Viking Press
420,62351dba-83cb-4a6e-aa6c-b18f9ee908b1,Romanzo di avventura,,Tarzan the Magnificent,Fantasy short story collections Short story collections by Edgar Rice Burroughs Tarzan novels by Edgar Rice Burroughs Works originally published in Argosy (magazine),Edgar Rice Burroughs,Edgar Rice Burroughs  Inc.
421,c3d0b787-147c-477d-9cee-09a3a07e23e6,Romanzo,Romanzo,Big Sur (romanzo),Novels by Jack Kerouac,Jack Kerouac,Farrar  Straus and Giroux
422,902ad359-699d-4fcf-9072-d7c107e17d81,Romanzo,Romanzo,Hey Nostradamus!,Epistolary novels Fiction narrated by a dead person Novels by Douglas Coupland Random House books,Douglas Coupland,
423,0b644c4f-e29f-460c-87ea-8e431ea1024c,,,Songs for the Philologists,British poetry Poetry by J. R. R. Tolkien,E. V. Gordon John Ronald Reuel Tolkien,
424,f21ce9f6-459d-4250-9baf-43a1179decc4,,Letteratura dell'orrore,Christine (romanzo),1980s horror novels 1983 novels American horror novels Fictional automobiles Novels by Stephen King Novels set in Pennsylvania Viking Press books,,Viking Press
425,16138b8c-c01e-4483-a54f-976d6295b7de,Absurdist fiction Mystery fiction Steampunk,Romanzo gotico Steampunk,La sinistra segheria,2000 novels 20th-century American novels HarperCollins books,,HarperCollins
426,0fb5c13b-3762-4e80-9fb7-64ea6f274f21,,,La macchia umana,2000 novels Houghton Mifflin books Novels by Philip Roth,Philip Roth,Houghton Mifflin
427,e0167745-19eb-431c-bb40-65fb57078ebd,Romanzo di avventura,,Tarzan and the Forbidden City,1930s fantasy novels Tarzan novels by Edgar Rice Burroughs,,Edgar Rice Burroughs  Inc.
428,f2fb0031-6319-4dbf-9092-11ca2a096665,Fantascienza,Fantascienza,Flood (Baxter novel),2008 novels 21st century in fiction,Stephen Baxter,Victor Gollancz Ltd
429,f3c6d73c-d792-4dbe-a0ad-b73f59349993,Romanzo,,The Spoils of Poynton,19th-century American novels BBC television dramas British novels Masterpiece Theatre Works originally published in The Atlantic (magazine),Henry James,
430,f3d3141c-0fa7-4325-baf6-765746878085,Autobiografia,Autobiografia,Notes of a Son and Brother,1914 books Books by Henry James,,
431,61a868d3-c90f-45f1-b084-f7b0bc2a0fca,,,Cuore di cane,Biopunk novels Novels set in Moscow Russian comedy and humour Satirical novels Soviet science fiction novels Works by Mikhail Bulgakov,,Harcourt (publisher)
432,f42985ab-640d-4873-b0b3-b5b7cb049b7e,Mystery fiction,Mystery fiction,Murder at the ABA,1976 novels,Isaac Asimov,Doubleday
433,98e357af-a29a-4b21-941c-dfb6aee996cf,Fantascienza,Fantascienza,Le tre stimmate di Palmer Eldritch,1960s science fiction novels Fictional portrayals of God Mars in fiction Novels by Philip K. Dick,Philip K. Dick,Doubleday
434,a85971b8-544a-4d2e-9318-f4f29877a0b4,Fantascienza,,Tutti i miei robot,1982 short story collections Foundation universe books Science fiction short story collections by Isaac Asimov,Isaac Asimov,
435,f49c824f-fb42-439e-a014-9740452b207d,,Letteratura per ragazzi,Doctor Dolittle and the Secret Lake,1940s fantasy novels 1948 novels British children's novels Doctor Dolittle books Novels published posthumously,Hugh Lofting,J.B. Lippincott & Co.
436,709e28b3-79e6-4e94-bb7e-c4e9e119ded8,,Letteratura dell'orrore,Violin (novel),Horror novels Novels about music Novels by Anne Rice,Anne Rice,Alfred A. Knopf
437,96b5fb2d-232f-4adb-ac3a-06efa4093fd9,Fantascienza,,The Menace from Earth (collection),Short story collections by Robert A. Heinlein,Robert Anson Heinlein,Gnome Press
438,6c414ec3-6a00-43e7-8a4e-228831e52b4a,Fantascienza,Fantascienza,The Hammer of God,British science fiction novels Impact event novels Mars in fiction Victor Gollancz books,Arthur C. Clarke,Bantam Spectra
439,f50405e9-8576-48fb-b78e-e454e045dee5,Romanzo,Romanzo,Meanwhile (novel),1927 novels Novels by H. G. Wells,H. G. Wells,
440,63962bf3-8667-4847-bf45-695286992a39,Fantasy,,The Wonderful Visit,1895 novels Angels in popular culture Fantasy novels,H. G. Wells,Macmillan Publishers
441,31741771-b83b-41b2-ac7a-5837ca8dcea2,Science fantasy,Science fantasy,Lost on Venus,1935 novels American fantasy novels American science fiction novels Novels first published in serial form Venus novels by Edgar Rice Burroughs,,
442,5b2df287-647a-4617-9bed-6b071cd9fa8c,Letteratura gialla,Letteratura gialla,Fermate il boia,Novels first published in serial form Works originally published in the Chicago Tribune,Agatha Christie,
443,8d11163c-5197-4f03-bf63-6310bf3848ee,Fantascienza,Fantascienza Racconto,Robots  Androids  and Mechanical Oddities,1984 short story collections Android (robot) Short stories about robotics,,
444,2809bfbc-935a-4004-95fc-18e6b124c401,Letteratura gialla,Letteratura gialla,Quinta colonna (romanzo),1941 novels Works originally published in Redbook,,Dodd  Mead and Company
445,8db2a8f4-6525-43b6-a18d-7e8f0f2dc788,Fantascienza,,Cronache del dopobomba,1965 novels American post-apocalyptic novels American science fiction novels,Philip K. Dick,Ace Books
446,307b0b81-3bc7-4559-9b5b-d8c02ca66f72,,Mystery fiction Racconto,The Union Club Mysteries,1983 short story collections,Isaac Asimov,
447,41449a76-3c02-42da-a0d3-d4d233bbb866,Ghost story Parabola (letteratura) Social criticism,Ghost story Novella Parabola (letteratura),Canto di Natale,1843 novels British novellas British novels adapted into films English novels Ghost stories Novels by Charles Dickens Victorian novels,Charles Dickens,
448,70df9fd2-c244-4c7c-8744-ee808317c2b2,,Romanzo,When She Was Good,1967 novels Random House books,Philip Roth,
449,a2d56d27-331c-47dc-80b4-a804ca7b1043,Mystery fiction,,Five Red Herrings,1931 novels Fictional artists Novels by Dorothy L. Sayers Novels set in Dumfries and Galloway,Dorothy L. Sayers,Victor Gollancz
450,02c033fa-b667-4ec4-a655-a7f9efd2a94a,Fantascienza,Fantascienza,Lontano dal pianeta silenzioso,1930s science fiction novels 1938 novels British science fiction novels The Space Trilogy books,Clive Staples Lewis,John Lane (publisher)
451,76ec7520-6ff2-4f29-9104-6339689ae914,Letteratura postmoderna Romanzo,Romanzo,Generation X,1991 novels Debut novels Novels set in California,Douglas Coupland,St. Martin's Press
452,f7788080-3f6a-4fd6-85e1-ec54150814d3,Mystery fiction Romanzo gotico Steampunk,Mystery fiction Steampunk,L'ascensore ansiogeno,21st-century American novels Books in A Series of Unfortunate Events,,HarperCollins
453,f7a8971b-75a0-401b-9e5b-981d518f330a,,Fantascienza,Juggler of Worlds,2000s science fiction novels American science fiction novels Known Space stories Literary collaborations Novels by Larry Niven,,Tor Books
454,8f12afe5-8836-42c1-a7aa-e138645b44a3,Regency era,Regency era Romanzo rosa,Cousin Kate,1968 novels Historical novels Novels about orphans Novels by Georgette Heyer The Bodley Head books,,
455,2311e2d3-ddaa-4256-94c7-ece07c177aa2,Utopian and dystopian fiction,Utopian and dystopian fiction,1985 (Anthony Burgess),1985 in fiction British trade unions history Dystopian novels Nineteen Eighty-Four Novels about revolutionaries Novels by Anthony Burgess Satirical novels,,Hutchinson (casa editrice)
456,f7e00ed0-b421-4d81-bdc8-9742da77cb2b,Fantascienza Fantasy Letteratura dell'orrore Western fiction,Letteratura dell'orrore Western fiction,La canzone di Susannah,2000s fantasy novels 2004 novels 21st-century American novels Novels by Stephen King Novels set in New York City Sequel novels The Dark Tower novels,,Donald M. Grant  Publisher
457,482fddc4-dab2-4c3a-8e94-31983c805e8e,Autobiografia Non-fiction,Non-fiction,Ragazzo negro,1945 books Harper & Brothers books Literary autobiographies Works by Richard Wright (author),Richard Wright (scrittore),
458,e9663389-f399-4d2c-9985-e1763117bc03,,,America (Dickens),1842 books American travel books Books about Canada Books about the United States Books by Charles Dickens,Charles Dickens,Chapman & Hall
459,f9282cff-9a7a-4797-a8a7-ec57411f00a4,,Novella,Running Wild (novella),Mystery novels Novels by J. G. Ballard,James Graham Ballard,Hutchinson (casa editrice)
460,c9af6062-84a5-4b8b-a23e-ecb8e5a67424,,,Chiacchiere di bottega,Anthologies Books about writing Houghton Mifflin books,,Houghton Mifflin
461,dc8670a7-2d4a-43f2-aae9-e762ecd933c0,Fantascienza,Fantascienza Racconto,We Can Remember It for You Wholesale (collection),,Philip K. Dick,
462,9a72aa7b-922f-460f-ba4a-e6c11cdb73cd,,Fantasy literature,The Pilgrim's Regress,Christian fiction and allegory Novels by C. S. Lewis,,J. M. Dent Rowman & Littlefield
463,165059c4-30c0-4def-8c66-abcc51f193ce,Novella,Novella,Daisy Miller,1878 novels American novellas American novels adapted into films Novels set in Italy Short stories by Henry James Works originally published in Cornhill Magazine,,
464,c9fdd8a2-8d20-4e9f-9606-8cc007e2abf3,Letteratura dell'orrore,,Il ladro di corpi,1992 novels Alfred A. Knopf books American LGBT novels LGBT speculative fiction novels Novels by Anne Rice Vampire novels,,Alfred A. Knopf
465,ea3c86da-8c9b-4261-9eb2-ef8db2299c5b,,Letteratura dell'orrore,La lunga marcia (romanzo),1979 novels American horror novels Dystopian novels Novels by Stephen King,Stephen King,New American Library
466,8296f559-b3b1-44cf-8833-a2ebc988eef1,,Romanzo,Dombey e Figlio,English novels Novels by Charles Dickens Novels first published in serial form Victorian novels,Charles Dickens,
467,22fb3b83-ea6f-4504-8c35-f4fea94d4428,,,Podkayne of Mars,1960s science fiction novels American science fiction novels Mars in fiction Novels by Robert A. Heinlein Novels first published in serial form Venus in fiction Works originally published in If (magazine),Robert Anson Heinlein,
468,f6961d32-ce5e-4e55-a85b-a34282a2cac5,Fantasy literature Mitologia greca Young-adult fiction,Fantasy  Greek and Roman mythology  Young adult,The Lost Hero,2010 novels 2010s fantasy novels American adventure novels American fantasy novels Greco-Roman mythology in popular culture Rick Riordan,,Hyperion Books
469,1bcc3cf8-e473-41bb-a4f1-8ed4051f5e3e,Fantascienza Letteratura dell'orrore,Fantascienza Letteratura dell'orrore,Incubi & deliri,Viking Press books,,Viking Press
