id,class,literaryGenre,genre,label,subject,author,publisher
1627,d3a10069-c71e-4efa-8efd-d79247f41a1e,Lost World (genre),,mines  world genre  lost world genre  lost world  categorylost,Adventure novels Lost mines Lost world novels Novels adapted into films Novels by H. Rider Haggard Novels set in South Africa Solomon Victorian novels 1880s fantasy novels,H Rider Haggard,
1628,d3e4ccb3-a982-4fd7-8434-6bd8cf83140f,Crime fiction,Crime fiction,ackroyd  published evening  london newspaper  news london newspaper  news london,Collins books Hercule Poirot novels 1926 novels Works originally published in The Evening News (London newspaper),,
1629,d4062992-5085-4892-8d73-ecf56674ceb7,,Mystery fiction,dorothy l  dorothy l sayers  l sayers  bellona  mystery fiction,British novels,Dorothy L Sayers,
1630,d4232964-a4bc-4a38-a2d6-f41ecd6a8ff7,,,erotica  anne rice  vampire,Alfred A. Knopf books American LGBT novels Novels set in Venice,,
1631,d4796006-58d3-4cc2-9a21-4c2d612098bb,Fantasy literature,Fantasy literature,rider haggard  h rider haggard  h rider  fantasy literature  categoryshe series h,British fantasy novels Novels by H. Rider Haggard Novels set in Colonial Africa She series by H. Rider Haggard 1920s fantasy novels,,Longman
1632,d4b9a285-c84c-494c-8e89-491e0e1a6ed1,,,dimensional  j g ballard  j g,Short story collections by J. G. Ballard 1963 short story collections,,
1633,d5110fe6-dec5-4597-8e7b-1b73a5c2312a,,Thriller (genre),dan brown  thriller genre  deception  point  categorynovels dan brown,Techno-thriller novels 2000s science fiction novels 2001 novels,Dan Brown,Pocket Books
1634,d51263ee-194a-4015-a559-90ce9096e26c,Novel,Novel,los angeles  james ellroy  confidential  set 1950s  la,American novels adapted into films Hollywood novels Novels set in the 1950s 1950s in fiction 20th-century American novels Novels set in Los Angeles  California,James Ellroy,
1635,d53e1e51-5645-4e8e-9fbe-8d6a64b4237b,,,sherlock holmes  arthur conan  conan doyle  arthur conan doyle  detective fiction,1894 short story collections,Arthur Conan Doyle,
1636,d5efe8d5-cf59-4ce6-8c6f-7175439b47b3,,Crime fiction,bodley head  published evening  london newspaper  news london newspaper  news london,Novels by Agatha Christie Novels set in South Africa 1924 novels Works originally published in The Evening News (London newspaper),Agatha Christie,
1637,d5f3ab40-1865-4b94-878a-b364fe6fa349,Detective fiction,,detective fiction  listerdale  category1934 short  category1934 short story  grand magazine,1934 short story collections,Agatha Christie,William Collins  Sons
1638,d5fcf766-a917-430f-9722-26d98efb0961,Crime fiction,Crime fiction,little  pigs  five,,,
1639,d6196761-cf8f-4859-ac66-a47cd1f0df83,,,children literature  zoo  category1925 novels  frederick stokes  doctor dolittle,British novels 1920s fantasy novels 1925 novels British children's novels,Hugh Lofting,Frederick A Stokes
1640,d61b9275-929f-4428-b9cf-af49cd34e6e0,Anthology Horror fiction,Anthology,anthologies  phrases  latin  list  categorymartin,Martin H. Greenberg anthologies,,
1641,d6b71e4d-231f-40b6-8b01-c33e4a67ae46,Horror fiction Werewolf fiction,Werewolf fiction,werewolf fiction  anne rice  gothic fiction  wolf  gift,Novels by Anne Rice Novels set in California Werewolves in written fiction,Anne Rice,Random House
1642,d6cd5120-aa04-4e46-a475-7b449405f2e5,Science fiction,,categoryscience fiction anthologies  category1974 books  anthology,Books by Isaac Asimov,,
1643,d6da186a-11a4-42c2-8c66-40b9a2c6d4d1,Mystery fiction,,casebook  mystery fiction  isaac asimov  short story  black widowers,,Isaac Asimov,
1644,d6e43bda-7fb3-4b50-8221-88d9cf1a4301,Science fiction,Fantasy Horror fiction Science fiction,eventual  everything  horror fiction  stephen king  category2002 short story,,,
1645,d6e6007c-a2a9-4fa6-9299-42ed0b244391,,Alternative history,alternative history  kentucky  philip roth  winning works  categoryantisemitism,Alternate Nazi Germany novels American alternate history novels American political novels James Fenimore Cooper Prize-winning works Novels by Philip Roth Sidewise Award for Alternate History winning works Louisville  Kentucky in fiction Novels set in Newark  New Jersey,,Houghton Mifflin Harcourt
1646,d6e76744-d15a-4def-9448-1f26cda765ba,,,children literature  fantasy literature  category1920 novels  categorypirate books  frederick stokes,Pirate books 1920 novels British children's novels,Hugh Lofting,
1647,d6f5771a-7cdf-4870-aea8-bd0feb560cfc,,Science fiction,fawcett  number  robert heinlein  published omni  published omni magazine,American science fiction novels Barsoom Metafictional works Novels by Robert A. Heinlein 1980 novels,Robert A Heinlein,Fawcett Publications
1648,d710f689-690a-4211-825e-956ee4604ccd,Novella Short story,Fantasy literature Novella,george r  george r r  r r martin  r martin  novella,Short story collections by George R. R. Martin 2003 short story collections,,
1649,d71f11e9-8bea-4f20-8365-cd63ab2f905a,,Horror fiction,anne rice  horror fiction  categoryamerican lgbt  gold  lgbt novels,LGBT speculative fiction novels Novels by Anne Rice The Vampire Chronicles Vampire novels 2001 novels,Anne Rice,
1650,d7581222-8da9-4e08-b682-c9ff85175a07,,,c lewis  criticism  cambridge university  experiment  cambridge university press,Books by C. S. Lewis,C S Lewis,Cambridge University Press
1651,d7a739ac-ad4d-4be1-ac16-938ec0ea4e29,Short story collection,Beat Generation Short story collection,beat generation  stories  short story collection  story collection  jack kerouac,American short story collections Works by Jack Kerouac,,Viking Press
1652,d7ad623c-6261-44e8-84c5-107240cc2261,Crime fiction,,cold  james ellroy  thousand,Alfred A. Knopf books 2001 novels,,
1653,d7b31c29-a59b-41f7-9c3d-0d4dde3cba1d,,Lost World (genre),world genre  lost world genre  lost world  fantasy novels  abyss,Novels about dinosaurs Novels first published in serial form 1920s fantasy novels 1924 novels,,Ace Books
1654,d7b9d303-7d72-4660-bf1e-791280acda91,Propaganda,,propaganda  h g wells  g wells,,,Cassell (publisher)
1655,d7eb9f45-e9ea-4d3b-8cda-04b3e375cdba,Epistolary novel,,epistolary novel  douglas coupland  categorybloomsbury  gum  thief,Novels set in Vancouver Random House books 2007 novels,Douglas Coupland,Random House
1656,d810a4ba-cb01-4b01-84e4-e579ad958674,Science fiction,,category2010s  larry niven  betrayer,2010 novels,Larry Niven,
1657,d83b1a51-0b62-47f9-8f3b-243e3d934042,,William Collins  Sons,william collins sons  collins sons  william collins  henry james  middle,Books by Henry James 1917 books,,Charles Scribner's Sons
1658,d8494fbd-bd41-409f-b85a-ae3e098204b1,,,higs  nicholas  categorylost books  k dick  philip k dick,Lost books,Philip K Dick,
1659,d8594530-e805-4c11-9b94-02f1ed650bfc,Science fiction,Novel,categoryscouting  categoryganymede  farmer  robert heinlein  categoryspace westerns,Moons in fiction Scouting in popular culture 1950 novels,Robert A Heinlein,
1660,d85e4f3f-25db-4bdf-b407-4a88344c16c0,,,research  g wells  h g  h g wells  magnificent,1915 novels,H G Wells,
1661,d866b011-7c86-47c7-a973-496ba237a556,,Science fiction,edgar rice  rice burroughs  edgar rice burroughs  monster  category1920s science fiction,American science fiction novels Novels first published in serial form 1929 novels Works originally published in Argosy (magazine),Edgar Rice Burroughs,A C McClurg
1662,d875065f-f3d1-41d6-a7b8-4b91de922c60,,,category1921 novels  edgar rice burroughs  terrible,Tarzan novels by Edgar Rice Burroughs 1920s fantasy novels Works originally published in Argosy (magazine),,
1663,d8a9df1a-380c-450f-933b-5b9d78b9d66d,Play (activity),Play (activity),play  play activity  jack kerouac  categoryworks jack kerouac  categoryworks jack,Works by Jack Kerouac,,
1664,d8b02fdc-d0e9-4cf3-92c4-5f200ee4020d,,,larry niven  categoryplayboy  playboy  lucifer  hammer,American post-apocalyptic novels American science fiction novels Novels by Jerry Pournelle Novels by Larry Niven Playboy Press books,,
1665,d9a58c48-b263-4a39-ad4a-390d9fb779c9,Fantasy literature Young-adult fiction,Hyperion Books,neptune  half  categorycamp,,,
1666,d9a76e97-ed1f-427b-bdda-8b419d02c99d,Mystery fiction,Mystery fiction,lippincott monthly  monthly magazine  lippincott monthly magazine  arthur conan doyle  arthur conan,British India History of the Andaman and Nicobar Islands Indian Rebellion of 1857 Sherlock Holmes novels by Arthur Conan Doyle Works originally published in Lippincott's Monthly Magazine,Arthur Conan Doyle,Spencer Blackett
1667,d9e15ad7-a75e-4009-831d-2eb789b08b85,,Adventure fiction,inflexible  a9raban  category1883  k c3  jules verne,Novels by Jules Verne,,Pierre-Jules Hetzel
1668,d9e3ec1b-8809-4f80-8c69-607fccbdb04d,,Science fiction,stephen baxter  sub  coalescent  categoryhuman  species,Human-derived fictional species Novels by Stephen Baxter Novels set in sub-Roman Britain Xeelee sequence 2000s science fiction novels 2003 novels,,
1669,d9f8212d-4e2d-48cf-8f1f-40bb06b3340d,Journalism,,journalism  anthony burgess  chorus  uncollected  carroll graf publishers,,Anthony Burgess,Carroll & Graf Publishers
1670,d9fdf1a5-097e-42b7-afbf-3312f93d98aa,Novel,,philip k dick  crap  confessions,Novels by Philip K. Dick,,
1671,da2c9190-046c-4433-a7ea-ff3551a94d98,,Comic novel,comic novel  anthony burgess  brighton  inside  enderby,Comedy novels,,Heinemann (publisher)
1672,daa52489-7dae-4af3-9f7e-af8b72b809f0,,Fantasy literature Horror fiction,category1994 novels  fantasy literature  horror fiction,Novels set in Maine,,
1673,db8e1f44-bb3d-4a6f-87b0-61df28013e12,Science fiction,,divine  timescape books  k dick  philip k  philip k dick,1980s science fiction novels,Philip K Dick,Timescape Books
1674,dbbba1b3-0da1-442e-9cc3-f748d16f8872,,,w norton company  w norton  annotated  w w norton  norton company,Sherlock Holmes,Arthur Conan Doyle,W W Norton & Company
1675,dbbc3473-d192-4707-82a0-5d223e930c6a,Thriller (genre),,demons  dan brown  pocket books  thriller novels  elections,Crime novels Novels by Dan Brown 21st-century American novels Angels & Demons,,Pocket Books
1676,dbf73309-4406-4be0-be22-fe54e2e4f6dd,Western fiction,Fantasy literature Western fiction,western fiction  dark tower  gunslinger  fantasy literature  stephen king,Novels first published in serial form 1980s fantasy novels 1982 novels Works originally published in The Magazine of Fantasy & Science Fiction,Stephen King,
1677,dc139544-6c75-4ad8-a761-4190a076a093,Science fiction,,counter  k dick  philip k  philip k dick  clock,American science fiction novels Novels by Philip K. Dick 1967 novels,,Berkley Books
1678,dc263d21-142b-4833-9255-729730adefd2,,,j m coetzee  inconsistent  m coetzee,1980 novels,J M Coetzee,
1679,dc8670a7-2d4a-43f2-aae9-e762ecd933c0,,Short story,wholesale  remember  k dick  philip k  philip k dick,Short story collections by Philip K. Dick 1990 short story collections,,
1680,dcc7ecfd-fc29-4304-8259-b6b68ad6f11d,Adventure fiction,Adventure fiction,r lansdale  joe r  joe r lansdale  adventure  tarzan lost,,,Dark Horse Comics
1681,dd04b4c2-5ea4-4145-a085-0d4267dfe030,Science fiction,,arthur c  stephen baxter  sunstorm,British science fiction novels,Arthur C Clarke,
1682,dd1dfa13-b061-4172-b9d3-da72429af234,,Fantasy literature,jerry pournelle  larry niven  fantasy literature  burning  pocket books,Literary collaborations Novels by Jerry Pournelle Novels by Larry Niven,,
1683,dd5c7049-4dbf-496c-804f-23b3e3775aa3,,Fantasy literature,george r  george r r  r r martin  r martin  r r,A Song of Ice and Fire books American fantasy novels Novels by George R. R. Martin 21st-century American novels,George R R Martin,Bantam Spectra HarperCollins
1684,dd974547-ebab-4d95-8bf3-2212f167c256,,Macmillan Publishers (United States),publishers united  publishers united states  macmillan publishers united  jack london  united states,Short story collections by Jack London 1910 short story collections,,
1685,ddab50c7-7a3e-487c-bcb8-c71fa1b0012a,Mediaeval novel Romance novel,Mediaeval novel Romance novel,mediaeval novel  georgette heyer  romance novel  coldheart  category1400s,Historical novels Novels by Georgette Heyer 1925 novels,,
1686,de02a41e-3f7a-498f-9e69-2bbcb29a2096,,,worlds tomorrow magazine  published worlds tomorrow  martian,1960s science fiction novels,Philip K Dick,
1687,de092b44-fddb-4e42-822f-84834745420a,Children's literature,Children's literature,children literature  categorypirate books  category1920 novels,1920s fantasy novels,,
1688,de0bcaa9-33ba-48ee-bf58-8c4cc19811bb,Romance novel,Regency era,regency era  georgette heyer  romance novel  april  category1813 fiction,Historical novels Novels by Georgette Heyer 1957 novels,,Heinemann (publisher)
1689,de1408b0-1369-4564-b88e-dc32bee9df58,,,archipelago  independence  categorygreek  category1820s fiction  category1884 novels,Greek War of Independence Novels set in Greece 1820s in fiction 1884 novels,,Pierre-Jules Hetzel
1690,de217ee6-2f4d-4082-9104-af5dea0f765c,,Epistolary novel Mystery fiction,dorothy l  dorothy l sayers  l sayers  eustace  documents,Novels about artists Novels by Dorothy L. Sayers Novels set in Devon 1930 novels,Dorothy L Sayers,
1691,de554eac-5025-4b80-9122-b6e86302d64a,Spy fiction Techno-thriller,Spy fiction Techno-thriller,clancy op center  clancy op  op center  techno thriller  spy fiction,American thriller novels Novels set in Turkey 1997 novels Tom Clancy's Op-Center,Tom Clancy,
1692,de60f174-b771-489f-875a-ad3be1d95eab,,,george orwell  clergyman  victor gollancz  daughter  categorynovels george orwell,British novels Novels set in Kent,George Orwell,Victor Gollancz
1693,de996eca-93f7-4cdd-bf07-b406fb998e79,Novel,,philip roth  gang  categorypolitical novels  category1971 novels  random house,,Philip Roth,
1694,df3ec7ef-c6f4-40bb-871c-ebd21849d82b,,Simon & Schuster,simon schuster  philip roth  true  patrimony  category1991 books,Books by Philip Roth 1991 books,Philip Roth,
1695,df66046f-f875-42ec-b95f-075dbcac3f1b,Detective fiction,Detective fiction,dashiell hammett  detective fiction  harvest  categoryhardboiled crime  categorynovels dashiell,Detective novels Hardboiled crime novels Novels by Dashiell Hammett,,
1696,df7e9f6d-aea1-47cc-8d84-a69f9c3d0090,,Science fiction,ira levin  perfect  control fiction  categorymind control  categorymind control fiction,American science fiction novels Mind control in fiction Prometheus Award winning works,Ira Levin,Random House
1697,df8ffd6b-5ccb-4118-9ba9-76a00f82c936,,,tibet  h rider haggard  h rider,Lost world novels 1900s fantasy novels 1905 novels,H Rider Haggard,
1698,dfa30f0f-a924-4bec-b1c7-1afadea8ca27,,,fancy  isaac asimov  category1962 books  categoryessay collections isaac  fact,Essay collections by Isaac Asimov,Isaac Asimov,Doubleday (publisher)
1699,dfa54aaf-acb8-4a5d-968f-99bd3434198f,Absurdist fiction Steampunk,Absurdist fiction,steampunk  absurdist fiction  grotto,,,
1700,dfacc77c-50d7-43f0-8403-01d109cbf909,,,anthony burgess  mouthful  categorylinguistics books  morrow company  william morrow,Books by Anthony Burgess 1992 books,,
1701,dfce1379-b515-4ae6-bfad-ead8dcf22c83,Historical fiction,,historical fiction  anthony burgess  marlowe  categorychristopher  deptford,Christopher Marlowe 1993 novels,Anthony Burgess,Hutchinson (publisher)
1702,e0167745-19eb-431c-bb40-65fb57078ebd,,Adventure fiction,edgar rice  rice burroughs  edgar rice burroughs  forbidden  category1938 novels,1938 novels,Edgar Rice Burroughs,Edgar Rice Burroughs  Inc
1703,e026ac3e-4295-42b4-88ca-1a96d65904cf,,,wigan  categorybooks poverty  autobiography,Books by George Orwell,George Orwell,
1704,e0483ea6-88b5-40c8-945f-eb84c539200c,Science fiction,,j g  forever  j g ballard,,J G Ballard,
1705,e055201b-99b6-4a58-b182-ff3c492c90ad,,,charles dickens  novella  haunted  bargain  category1848 novels,Christmas fiction English novels 1848 novels,Charles Dickens,
1706,e0dd4ea0-0d8f-4143-aaff-c93d049d7a98,Morality play,CategoryBritish novels adapted into films,christmas carol  social criticism  ghost story,Novels set in London Victorian novels 1843 novels,,
1707,e0fe9089-0bfe-470f-bcfc-a6c3006b0132,High fantasy,,c3 barin  h c3 barin  children h c3  h c3  children h,Fictional families HarperCollins books Novels published posthumously 2007 novels The Children of H%C3%BArin,Christopher Tolkien J R R Tolkien,Houghton Mifflin Harcourt
1708,e10a2022-b0dd-4e6a-bc57-72ea160b32f5,,Novella,sucker  bait  category1954 short stories  category1954 short  street,Short stories by Isaac Asimov Works originally published in Analog Science Fiction and Fact 1954 short stories,Isaac Asimov,
1709,e13f9f4f-7674-4372-8f9e-da0ea89b5a59,Mystery fiction,,mystery fiction  tales black widowers  tales black  category1974 short story  category1974 short,,Isaac Asimov,Doubleday (publisher)
1710,e141d09e-9544-4ce0-a95b-c85094529c9e,Novel,,philip roth  exit  ghost  category2004  mifflin books,2004 in fiction 2007 novels,,Houghton Mifflin Harcourt
1711,e174435f-dde8-4e7d-b614-3bdd1a04a38a,Science fiction,Science fiction,stephen baxter  c clarke  arthur c clarke  arthur c  firstborn,Literary collaborations,Arthur C Clarke Stephen Baxter,Del Rey Books
1712,e1a02c66-3e9a-4381-bc30-a6d3d1c22989,,,young adult  greek mythology  young adult fiction  adult fiction  olympian,American adventure novels American fantasy novels 2000s fantasy novels 2009 novels,Rick Riordan,The Walt Disney Company
1713,e1bf3569-36c1-4956-a45a-dd3a9b138720,,,erotica  categoryamerican erotic  belinda,Works published under a pseudonym,Anne Rice,
1714,e22ff8e2-c486-4a66-b97b-5dcc75f76330,,,mystery fiction  carroll graf  carroll graf publishers  graf publishers  category2003 short,,Isaac Asimov,Carroll & Graf Publishers
1715,e252ab9f-0276-4e8b-9e1f-d40876379ee4,,,categorychristmas  charles dickens  cricket,Christmas fiction Novels by Charles Dickens,Charles Dickens,
1716,e268f84d-d864-4bf1-b238-dcb53b9c1d36,,Historical novel,historical novel  bodley head  p dutton,Novels by Georgette Heyer,,
1717,e26a3277-8db2-4192-8321-ac99815acc02,,Novel,remorse  thriller genre  without,Ryanverse 1993 novels,,
1718,e30b5d87-be5e-4a33-9bbc-de2fc0fd35d6,,Science fiction,science fiction  robert heinlein  beast  science fiction novels  category1954 novels,American science fiction novels 1954 novels,,Charles Scribner's Sons
1719,e34b3078-b992-4106-bebf-eb578d49fd40,Non-fiction,Non-fiction,italy  travel literature  non fiction  charles dickens  categorybooks,Books about Italy,,Bradbury and Evans
1720,e3a4cf1c-601a-49c0-b912-00e858ea2570,Science fiction,,around  jules verne  category1870 novels  category1870s science fiction  category1870s science,Novels by Jules Verne 1870s science fiction novels,Jules Verne,Pierre-Jules Hetzel
1721,e3c6ef1d-390f-4fba-bb1f-743a3cbb6bec,,,c clarke  arthur c clarke  arthur c  expedition  category1953 short,Books with cover art by Richard M. Powers Short story collections by Arthur C. Clarke 1953 short story collections,,
1722,e3e4bc51-4168-47c1-9cf7-d2c00c5bd60c,,Novel,c clarke  arthur c clarke  arthur c  path  glide,British novels World War II novels 1963 novels,Arthur C Clarke,
1723,e4037b9d-e3ae-477d-b1ac-9651276a294b,,Horror fiction,anne rice  canticle  horror fiction  new orleans louisiana  new orleans,Alfred A. Knopf books Novels by Anne Rice The Vampire Chronicles 2003 novels,,
1724,e40c0839-4cc6-413b-b3e9-b2f6f5054dc2,,,john steinbeck  ballou  unknown  category1933 novels  god,Novels by John Steinbeck Novels set in California 1933 novels,John Steinbeck,
1725,e41a623c-1aaa-4d10-bc36-1c21e54ea7ed,Science fiction,Short story,c clarke  arthur c clarke  arthur c  sentinel  category1983 short,Short story collections by Arthur C. Clarke,Arthur C Clarke,
1726,e424999a-be52-47d8-9f88-2bce737965e8,Science fiction,Science fiction,space  larry niven  known  story collections  categorylibertarian science fiction,Known Space stories Short story collections by Larry Niven,,Ballantine Books
1727,e43625e6-e452-49bd-9b5a-fb3c024f6c27,,Romance novel,erotic literature  romance novel  categorybdsm literature,American novels adapted into films 1985 novels,,
1728,e437de9b-cd4a-48cf-9fc4-af6cb0cdbbc6,,,story cycle  john steinbeck  flat,Novels set in California 20th-century American novels,,Pascal Covici
1729,e46e4608-827a-4672-a357-29db454cd898,,,larry niven  transplant  categoryorgan  gift  category1968 novels,Novels by Larry Niven 1968 novels,Larry Niven,
1730,e4827bb8-5f70-4e2d-8306-ee4d5f77e25e,,,crime club  edgware  dies  categorynovels actors  category1933 novels,Hercule Poirot novels 1933 novels,Agatha Christie,Collins Crime Club
1731,e4b8a6e9-9f14-44f4-b824-f2b62aeda934,Horror fiction,,zone  horror fiction  stephen king  category1979 novels  dead,American horror novels,,Viking Press
1732,e5059a9e-65d3-4fc1-88dd-1165b91b84eb,,Crime fiction,vicarage  published chicago tribune  chicago tribune  originally published chicago  published chicago,1930 novels,Agatha Christie,
1733,e585934d-0d46-4475-b68f-4d1eed64b30f,,,fiction novels isaac  category1989 novels  nemesis,Science fiction novels by Isaac Asimov 20th-century American novels,,
1734,e59254e0-fc5f-4d03-a6eb-67ae509b02e5,,Thriller (genre),destroy  thriller genre  search,21st-century American novels,,
1735,e60bade8-e6ea-4222-81f3-6f53a807b8a0,,Essay Science,see  human  far,,,
1736,e6549f0f-6784-4bbb-b934-6551b37b6731,,Utopian and dystopian fiction,utopian dystopian fiction  utopian dystopian  dystopian fiction  fortune  begum,Fictional rivalries Military fiction 1879 novels,,
1737,e68be475-2e96-4293-ac7d-f568507ae036,,Gothic fiction,miserable  gothic fiction  mill,Books in A Series of Unfortunate Events 2000 novels,,
1738,e6b5c87b-e5f7-4530-9a4c-7a1c7acc679f,Fantasy literature,Fantasy literature,madder  fantasy literature  rose  stephen king  categorygreco roman,Greco-Roman mythology in popular culture Novels by Stephen King 1995 novels,Stephen King,
1739,e6fd55f0-3711-44f1-b211-b1fc509ad4d0,,,agatha christie  towards  zero  categoryplays agatha  categoryplays agatha christie,Novels by Agatha Christie Plays by Agatha Christie 1944 novels Works originally published in Collier's Weekly,Agatha Christie,Dodd  Mead and Company
1740,e70f7581-f44f-456f-8fd3-6bd4d13b12ab,Gothic fiction Horror fiction,,anne rice  gothic fiction  queen  damned  horror fiction,Alfred A. Knopf books 1988 novels,,
1741,e75d2527-0f76-4979-bf98-5fcf44b1bb4e,Science fiction,Science fiction,larry niven  throne  ringworld  science fiction  category1996 novels,American science fiction novels Sequel novels 1996 novels,Larry Niven,Ballantine Books
1742,e76e7376-811c-4522-9224-bea76a3c2a5f,,,timelike  stephen baxter  categoryxeelee sequence,Novels by Stephen Baxter,,HarperCollins
1743,e77b5a99-29c0-4a02-b771-016f8af83604,Science fiction,,rolling  robert heinlein  science fiction  stones  science fiction novels,American science fiction novels American young adult novels Novels by Robert A. Heinlein 1952 novels Children's science fiction novels,,Charles Scribner's Sons
1744,e798429d-2099-429c-a45e-936ba6fbb2ff,,,marriage  category1912 novels  h g,British novels,H G Wells,
1745,e7aa3ca4-8163-4924-a433-153b71aecfe5,,,category1981 books  shines  isaac asimov,1981 books,Isaac Asimov,
1746,e7c4afa1-2381-4c18-a7d9-c8e1cb5e4769,,Anthology Science fiction,anthology  fiction anthologies  categoryscience fiction anthologies  category1974 books  isaac asimov,,Isaac Asimov,
1747,e7d3f33b-fd28-424f-b938-f3657f775b05,Adventure fiction,,jules verne  category1905 novels  adventure fiction  invasion  set africa,Novels first published in serial form 1905 novels,,
1748,e8067d2b-2fdf-45fc-b345-76d4d6ac880d,Adventure fiction Sea story Wiktepic,Adventure fiction Sea story Wiktepic,wiktepic  sea story  whales  categorynautical  herman melville,Allegory American novels adapted into films Books adapted into films Fictional amputees Novels by Herman Melville Novels set on Cape Cod and the Islands Whaling in the United States 1851 novels 19th-century American novels,,Harper (publisher) Richard Bentley (publisher)
1749,e82c0c40-1d75-45e4-a0bc-cc489ccf109a,Mystery fiction,,dealers  mystery fiction  isaac asimov  categoryamerican mystery  categoryamerican mystery novels,American mystery novels Mystery novels by Isaac Asimov,,Avon (publishers)
1750,e85834b6-65ee-4325-b978-0ae7be12156d,,Short story,categorysocial science fiction  categorysocial science  social science fiction  social science  stories,Social science fiction Time in fiction 1960 novels,,
1751,e85ff9f1-d411-4fbc-85de-0452d221adfc,,,texar  florida  jules verne,History of Jacksonville  Florida,,Pierre-Jules Hetzel
1752,e8870ece-0ef7-44ab-a6a2-e8c5a247c3a4,,,christina  h g  category1925,Novels set in London 1925 in London,,
1753,e9645ad3-6037-44ce-9912-a00e4caae4c5,,,novella  haunted  charles dickens,Bangsian fantasy Ghost stories,,
1754,e9663389-f399-4d2c-9985-e1763117bc03,Non-fiction,Non-fiction,travel books  non fiction  charles dickens  category1842  categorybooks canada,American travel books Canadian travel books,Charles Dickens,Chapman & Hall
1755,e998f7cd-c066-4632-955e-94884d0e17ba,Detective fiction Short story,Short story,detective fiction  tea  harlequin  short story  agatha christie,Short story collections by Agatha Christie 1997 books,,
1756,e9eee441-2de3-4e3c-9ca4-cf0d85981f7d,,,detective fiction  conan doyle  arthur conan doyle,Collections of Sherlock Holmes stories by Arthur Conan Doyle,Arthur Conan Doyle,
1757,ea2d5d72-692f-4b97-8cb1-c1d73674bca8,,,jack london  rover  unreliable narrators  categoryfiction unreliable narrators  categoryfiction unreliable,American fantasy novels Novels by Jack London,Jack London,Macmillan Publishers (United States)
1758,ea3c86da-8c9b-4261-9eb2-ef8db2299c5b,Science fiction,Science fiction,walk  stephen king  long  richard bachman  categorynovels richard bachman,American horror novels Dystopian novels Novels by Richard Bachman 1979 novels,,
1759,ea62f356-c78d-4735-b08d-1a26f50f705b,Short story collection,Short story collection,john steinbeck  story collection  categorycalifornia  short story collection  category1938 short story,California in fiction Short story collections by John Steinbeck 1938 short story collections,,
1760,ea780ba9-f196-427f-95c9-0d49f7dc86ba,Science,Science,basic  category1960 books  intelligent  isaac asimov  categorybooks isaac asimov,,,
1761,ea8c9bf3-f2a9-4921-924d-327613ec1499,,Science fiction,hugo  winners  category1962 books  anthologies  categoryhugo award,Hugo Award anthologies,Isaac Asimov,Doubleday (publisher)
1762,eaa3ac61-8ee5-4a21-b412-2eb889889bd9,Science fiction,,c clarke  arthur c clarke  arthur c  distant  grafton,Novels by Arthur C. Clarke Short stories by Arthur C. Clarke 1986 novels 4th millennium in fiction,Arthur C Clarke,Grafton (publisher)
1763,eaa6ba76-dafd-44af-86e8-664cd3097b27,,Heinemann (publisher),categorybrunei  heinemann publisher  devil  category1961 novels  anthony burgess,,Anthony Burgess,Heinemann (publisher)
1764,eadd7979-564a-42d1-9163-d01e37a9cb5d,,,bodley head  set france  grand magazine,,Agatha Christie,The Bodley Head
1765,eaf6e90e-7de4-44cf-907a-c21c16638de3,,Science fiction and fantasy short stories,category1955 short  category1955 short story  science fiction fantasy  story collections  k dick,Fantasy short story collections Short story collections by Philip K. Dick 1955 short story collections,,
1766,eb12ae1d-4082-47b1-a9ea-97a72e16d8a5,Children's literature,Children's fantasy novel  Christian literature,christian literature  caspian  prince  fantasy novel christian  children fantasy novel,Novels about orphans Novels adapted into films 1950s fantasy novels,C S Lewis,
1767,eb1f1cec-ab4f-4df1-83ff-9b0de6d24e09,Novel,Novel Thriller (genre),tom clancy  thriller genre  debt  honor  categoryaviation novels,1994 novels,,
1768,eba8f5d7-da32-470c-8277-a856215fe573,,,south africa  three  africa,Novels by Jules Verne South Africa in fiction,,
1769,ebe0a08e-6d50-4e18-9403-3d7c791cc3c4,Science fiction,Science fiction,time machine  h g  g wells  h g wells  categorythe time machine,Dying Earth subgenre Dystopian novels Evolution in popular culture Novels by H. G. Wells Novels first published in serial form Novels set in Surrey The Time Machine Time travel novels Works originally published in literary magazines 1895 novels,,Heinemann (publisher)
1770,ec38553b-6fd9-491e-a6cb-a189a002e5d8,,Macmillan Publishers,macmillan publishers  henry james  bostonians  categoryboston massachusetts  set boston,American novels adapted into films Films set in Massachusetts Novels first published in serial form 19th-century American novels,,
1771,ec5f4c0d-85d7-4f73-ad85-3b2a1b1ab8b8,,,anne rice  vampire chronicles  categoryvampire novels,The Vampire Chronicles,Anne Rice,
1772,ec7873d1-232b-47ef-a38d-91bc447ea7e1,,Short story,gollancz ltd short  ltd short  father,,,Victor Gollancz Ltd
1773,ec78c40e-1733-424e-b5c5-5b7e22a88406,Novel,K%C3%BCnstlerroman,c3 bcnstlerroman  k c3 bcnstlerroman  k c3  jack london  categoryk,American bildungsromans Novels about writers Novels by Jack London Works originally published in American magazines K%C3%BCnstlerroman Novels set in Oakland  California,,Macmillan Publishers (United States)
1774,ecb6355f-9035-4bb1-ac8c-2a1463ff3c9d,Absurdist fiction Mystery fiction Steampunk,Absurdist fiction,hospital  absurdist fiction  steampunk  gothic fiction  hostile,HarperCollins books,,HarperCollins
